Index;Text;Verb_Syllables;Structural_priming;NP_Givenness;NP_Length;NP_Concreteness;NP_starting_tone;Response;Filename;TimePeriod;TimePeriod2;Genre;Formality;Mode;Region
28;...、积累与消费等等方面出现了严重的不平衡状态时，我们还不由此而[[[引出教训来]]]，却仍在那里大讲平衡是相对的，不平衡是绝对的。只有“四人帮”被...;1;No;New;2;Non-concrete;4;Split;1980s\1980\报刊\人民日报\rmrb_1980_03.txt;1980s;4;News_report;Higher;Written;Mainland
30;...名字旁，我第一次以欢乐的心情再写下小川、闻捷他们的名字。我又[[[找出毛笔来]]]，写下了一连串伟大的死者和生者的名字：毛泽东、周恩来、朱德，陈...;1;No;New;2;Concrete;2;Split;1980s\1980\报刊\人民日报\rmrb_1980_03.txt;1980s;4;News_report;Higher;Written;Mainland
33;“你也好吧！”少奇同志一边答话，一边[[[伸出手来]]]。这时，我才想到自己赤着两只脚，系着个破围腰，戴了顶烂帽子，手...;1;No;New;1;Concrete;3;Split;1980s\1980\报刊\人民日报\rmrb_1980_03.txt;1980s;4;News_report;Higher;Written;Mainland
36;...家格桑了。但如果演员只是背台词而不进入角色，则这种语言是无从[[[发出光辉来]]]的。吕齐演的伊索兴许对这个舌头的体会很深，因此在他说这些台词时...;1;No;New;2;Non-concrete;1;Split;1980s\1980\报刊\人民日报\rmrb_1980_04.txt;1980s;4;News_report;Higher;Written;Mainland
37;...由此可见，流派大有好处，并无害处，更不可怕。要提倡百花齐放，[[[放出流派来]]]是很自然的。如果放不出来，那恰恰可以说明执行这一方针有了折扣。;1;No;Given;2;Non-concrete;2;Split;1980s\1980\报刊\人民日报\rmrb_1980_04.txt;1980s;4;News_report;Higher;Written;Mainland
38;...学一学孩子们的“一分钱精神”，从点点滴滴做起，日积月累，定能[[[做出成绩来]]]，增强必胜的信心。 晨平;1;No;New;2;Non-concrete;2;Split;1980s\1980\报刊\人民日报\rmrb_1980_04.txt;1980s;4;News_report;Higher;Written;Mainland
40;...地去治理。希望有关部门把首都东南郊的治理工作，抓紧抓好，尽快[[[抓出成效来]]]。  ——编者;1;No;New;2;Non-concrete;2;Split;1980s\1980\报刊\人民日报\rmrb_1980_04.txt;1980s;4;News_report;Higher;Written;Mainland
41;...避免或减少副作用。叶老对没有考虑成熟的问题，不轻易发表意见，[[[拿出意见来]]]时，总是胸有成竹，能敲在点子上。;1;No;Given;2;Non-concrete;4;Split;1980s\1980\报刊\人民日报\rmrb_1980_04.txt;1980s;4;News_report;Higher;Written;Mainland
43;...一定能适应我们的一套日本式企业管理方式，如果勉强办了工厂，生[[[产出汽车来]]]，成本可能会比在日本生产的汽车高，我们不合算。;2;No;New;2;Concrete;4;Split;1980s\1980\报刊\人民日报\rmrb_1980_04.txt;1980s;4;News_report;Higher;Written;Mainland
45;...当国家要求工业部门扩充生产的规模或提供新的产品时，下边往往就[[[伸出手来]]]：给我投资，给我修建新的厂房，增添新的设备！;1;No;New;2;Non-concrete;3;Split;1980s\1980\报刊\人民日报\rmrb_1980_05.txt;1980s;4;News_report;Higher;Written;Mainland
47;...发倾向”，尽管“大批判不停，换班子不停，割尾巴不停”，也不能[[[抓出成效来]]]，反而在“老大难”的困境中愈陷愈深。这是多么深刻的教训！;1;No;New;2;Non-concrete;2;Split;1980s\1980\报刊\人民日报\rmrb_1980_05.txt;1980s;4;News_report;Higher;Written;Mainland
48;...五保户。他自己发愁，社员见了他也叹气说：张生啊张生，啥时才能[[[熬出个头来]]]？;1;No;New;2;Non-concrete;4;Split;1980s\1980\报刊\人民日报\rmrb_1980_05.txt;1980s;4;News_report;Higher;Written;Mainland
50;...天下午对中国在日本的留学生代表说：“国内在等着你们，希望你们[[[学出成绩来]]]，回国后为四个现代化贡献力量。”;1;No;New;2;Non-concrete;2;Split;1980s\1980\报刊\人民日报\rmrb_1980_05.txt;1980s;4;News_report;Higher;Written;Mainland
53;...驱使，决定独自到云南边疆来，或是参军，或是当一名山村教师，等[[[做出成绩来]]]，好让家里和学校知道自己是个什么样的人。于是，她变卖了穿在身上...;1;No;New;2;Non-concrete;2;Split;1980s\1980\报刊\人民日报\rmrb_1980_06.txt;1980s;4;News_report;Higher;Written;Mainland
56;把我们的大学[[[办出特色来]]];1;No;New;2;Non-concrete;4;Split;1980s\1980\报刊\人民日报\rmrb_1980_06.txt;1980s;4;News_report;Higher;Written;Mainland
57;...”专栏里，发表了上海师范大学副校长袁运开的文章《把我们的大学[[[办出特色来]]]》。文章指出：高等学校，尤其是重点高等学校，应该从四化建设的实...;1;No;New;2;Non-concrete;4;Split;1980s\1980\报刊\人民日报\rmrb_1980_06.txt;1980s;4;News_report;Higher;Written;Mainland
59;...，也是建设四化的重要内容。因此，我们要十分注重经济效果，迅速[[[抓出成效来]]]。;1;No;New;2;Non-concrete;2;Split;1980s\1980\报刊\人民日报\rmrb_1980_06.txt;1980s;4;News_report;Higher;Written;Mainland
60;...调试、人员培训，以及维修配件的供应、技术服务等都包下来，直到[[[发出电来]]]为止。;1;No;New;1;Concrete;4;Split;1980s\1980\报刊\人民日报\rmrb_1980_06.txt;1980s;4;News_report;Higher;Written;Mainland
1;...党，在克服官僚主义、密切联系群众，消除腐败现象等方面，进一步[[[作出成绩来]]]。全党同志特别是高中级领导干部，一定要与群众同甘共苦，带头过几...;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_01.txt;1990s;4;News_report;Higher;Written;Mainland
3;...一点可以确信，政治思想工作搞不搞就是不一样。她对工人们讲：谁[[[干出成绩来]]]，谁就上名人录，就把谁写进厂史。对做出成绩的职工，厂里决不会把...;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_01.txt;1990s;4;News_report;Higher;Written;Mainland
5;...坝迅速地被削减着，晕头转向的虾随着潮水直往外蹦。李春民眼睛都[[[冒出火来]]]，他跑到窝棚前，抽下一根顶棚木，边扛着往坝上跑边指挥着惊惶失措...;1;No;New;1;Concrete;3;Split;1990s\1990\报刊\人民日报\rmrb_1990_01.txt;1990s;4;News_report;Higher;Written;Mainland
6;...不花钱，而是不能乱花钱，瞎花钱；钱要花得是地方，花得有价值，[[[花出效益来]]]。;1;No;New;2;Non-concrete;4;Split;1990s\1990\报刊\人民日报\rmrb_1990_01.txt;1990s;4;News_report;Higher;Written;Mainland
8;...活来。中医外科医院的赵林保说：“这事儿还由我们来管。”他们又[[[拿出钱来]]]，将老人安葬妥当。李金堂激动地说：“我永生永世忘不了你们的大恩...;1;No;New;1;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_01.txt;1990s;4;News_report;Higher;Written;Mainland
9;...年一鉴，一年一个样，年鉴应该成为一年一度的镜子。要这样，非得[[[编出特色来]]]不可。《中国百科年鉴》在追求特色上是下了功夫的。他们把一九八八...;1;No;New;2;Non-concrete;4;Split;1990s\1990\报刊\人民日报\rmrb_1990_02.txt;1990s;4;News_report;Higher;Written;Mainland
12;...机关牢记党章所赋予的任务，忠于职守，尽职尽责，积极发挥作用，[[[抓出成效来]]]。各级纪委要在治理整顿和深化改革中，强化纪律的监督作用，加强对...;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_02.txt;1990s;4;News_report;Higher;Written;Mainland
13;...果是不堪设想的。各级纪检机关一定要把反对腐败，保持廉洁的工作[[[抓出成效来]]]。做到清正廉洁、勤政务实，密切同群众的联系，提高党和政府在人民...;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_02.txt;1990s;4;News_report;Higher;Written;Mainland
14;一天，尹淑珍下班回家上楼时，突然从黑暗中[[[窜出个人来]]]，狠狠地打了她一闷棍。她被打得头破血流，送进了医院。出院后有人...;1;No;New;2;Concrete;0;Split;1990s\1990\报刊\人民日报\rmrb_1990_02.txt;1990s;4;News_report;Higher;Written;Mainland
15;...代价。许多从不写诗的老人、小孩、烈士的妻子，死者的战友在此都[[[写出诗来]]]，用小字抄正，拿块石头压在坟头，用大字书写挂在布标，像一面面旗...;1;No;New;1;Non-concrete;1;Split;1990s\1990\报刊\人民日报\rmrb_1990_02.txt;1990s;4;News_report;Higher;Written;Mainland
16;...实际，抓住群众最关心、反映最强烈的问题，有的放矢，发动群众，[[[抓出成效来]]]。;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_02.txt;1990s;4;News_report;Higher;Written;Mainland
17;...以棉花“丰收计划”为龙头，大力推广棉花实用技术，在提高单产上[[[抓出实效来]]]。;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_02.txt;1990s;4;News_report;Higher;Written;Mainland
18;...作为重要内容，统一组织力量，统一部署安排，统一检查总结，真正[[[抓出实效来]]]。;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_02.txt;1990s;4;News_report;Higher;Written;Mainland
21;...义的经验。林业是造福子孙后代的大事，各级领导要真抓实干，才能[[[干出成绩来]]]。;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_03.txt;1990s;4;News_report;Higher;Written;Mainland
23;...的声誉，代表我们国家的形象。口岸的精神文明建设必须扎扎实实地[[[抓出成效来]]]。;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_03.txt;1990s;4;News_report;Higher;Written;Mainland
24;...一张白纸，人没人，钱没钱，研究会要得到社会承认唯一的办法就是[[[干出实绩来]]]。实践证明，研究会是农村搞技术开发、科技攻关的一支生力军！”这...;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_03.txt;1990s;4;News_report;Higher;Written;Mainland
25;...积极主动地调整产品结构，想办法提高企业和职工队伍素质，如可以[[[腾出手来]]]，集中精力搞好人员培训，为企业今后的发展储备人才；可以在技术革...;1;No;New;1;Non-concrete;3;Split;1990s\1990\报刊\人民日报\rmrb_1990_03.txt;1990s;4;News_report;Higher;Written;Mainland
27;...断气”的情况。有位领导心疼地说：“夏天蹬车，老程的衣服，可以[[[拧出水来]]]，若碰上用户年龄大、身体不好，他就把煤气罐扛上楼送到家，感动得...;1;No;New;1;Concrete;3;Split;1990s\1990\报刊\人民日报\rmrb_1990_03.txt;1990s;4;News_report;Higher;Written;Mainland
28;...洋河盆地水资源普查。望着他那虔诚和疲倦的神情，刘教授直感动得[[[涌出泪来]]]。１９８７年９月，于总真的被水神拖垮了，带着未找到新水源的遗憾...;1;No;New;1;Concrete;4;Split;1990s\1990\报刊\人民日报\rmrb_1990_03.txt;1990s;4;News_report;Higher;Written;Mainland
29;...身体渐渐虚弱，不久患了肝肿大。“外国人欺负我们，咱再困难也要[[[拿出成果来]]]！”他把个人安危置之度外，忍着病痛带领１００多号人坚持实验，终...;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_03.txt;1990s;4;News_report;Higher;Written;Mainland
31;...重要工作来抓，提出切实可行的措施，建立领导责任制，一抓到底，[[[抓出成效来]]]。为了解决目前存在的市场销售不畅和企业资金紧缺的问题，必须在宏...;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_04.txt;1990s;4;News_report;Higher;Written;Mainland
32;...一，教育青年一代，首先要抓全体党员和领导干部的模范带头作用，[[[做出样子来]]]，以实际行动树立实干、公正、廉洁、奉献的形象，坚决纠正党内的腐...;1;No;New;2;Non-concrete;4;Split;1990s\1990\报刊\人民日报\rmrb_1990_04.txt;1990s;4;News_report;Higher;Written;Mainland
34;...我们进行最后一次资格考试。他带来１０瓶尿样，要求在２４小时内[[[拿出结果来]]]。其难度相当于５０米长、２５米宽、２米深的游泳池内放１勺糖，要...;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_04.txt;1990s;4;News_report;Higher;Written;Mainland
35;...秦皇岛市，水已经成为民心所向，只要与引青工程有关，四面八方全[[[伸出手来]]]，一路绿灯，畅通无阻。;1;No;New;1;Non-concrete;3;Split;1990s\1990\报刊\人民日报\rmrb_1990_04.txt;1990s;4;News_report;Higher;Written;Mainland
36;...严重错误的，报纸是犯过严重错误的，今后也不能保证不犯错误。要[[[找出办法来]]]，防止再犯大的错误。他提出了一个自称是“很怪”又“很重要”的问...;1;No;New;2;Non-concrete;4;Split;1990s\1990\报刊\人民日报\rmrb_1990_04.txt;1990s;4;News_report;Higher;Written;Mainland
37;...迎候。这时，婚礼主持人开始为新婚夫妇祝福。然后他又让新郎新娘[[[伸出手来]]]，把他们右手的拇指用一根丝带捆在一起，这就算是“连理”了。;1;No;New;1;Concrete;3;Split;1990s\1990\报刊\人民日报\rmrb_1990_04.txt;1990s;4;News_report;Higher;Written;Mainland
38;...全解除人们的疑虑，要靠实实在在地干，一个问题一个问题地解决，[[[做出成效来]]]，人们就会相信。;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_04.txt;1990s;4;News_report;Higher;Written;Mainland
39;在苏南这块“寸金地”上再[[[生出土地来]]]，不能不说是个奇迹。自然，现有的农田是不能抻大的，于是界牌人拓...;1;No;New;2;Concrete;3;Split;1990s\1990\报刊\人民日报\rmrb_1990_05.txt;1990s;4;News_report;Higher;Written;Mainland
40;...高度来认识知识分子工作。领导干部对知识分子要有深厚的感情，要[[[掏出心来]]]，以心换心，真心实意地信任知识分子，依靠知识分子，而不是上面“...;1;No;New;1;Non-concrete;1;Split;1990s\1990\报刊\人民日报\rmrb_1990_05.txt;1990s;4;News_report;Higher;Written;Mainland
41;...业后无论到哪里，条件好也罢差也罢，我相信只要自己肯干，一定能[[[干出成绩来]]]。”;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_05.txt;1990s;4;News_report;Higher;Written;Mainland
43;...应不畏艰险，做学问要正派，决不能当风派。研讨会后，果然从北京[[[传出风来]]]，说关老“反对改革”，有些人还提出“追查”，人们无不为他捏一把...;1;No;New;1;Non-concrete;1;Split;1990s\1990\报刊\人民日报\rmrb_1990_05.txt;1990s;4;News_report;Higher;Written;Mainland
44;...去，从中吸取营养、智慧和创作激情。老是蹲在高楼大厦里，也可以[[[写出作品来]]]，也可能成名，但事实和经验证明，写不出什么好的作品来，成了名也...;1;No;New;2;Non-concrete;4;Split;1990s\1990\报刊\人民日报\rmrb_1990_05.txt;1990s;4;News_report;Higher;Written;Mainland
45;...，能听出海浪拍击礁石的涛声。每当我看见书桌上的这枚海螺，便能[[[读出声响来]]]，那是振奋人心的螺号。;1;No;New;2;Concrete;1;Split;1990s\1990\报刊\人民日报\rmrb_1990_05.txt;1990s;4;News_report;Higher;Written;Mainland
46;...争。抓住了这个根本，才能使学习焦裕禄的具体措施条条落实，真正[[[学出实效来]]]。;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_05.txt;1990s;4;News_report;Higher;Written;Mainland
47;...目成了他的必修课。平时，他的衣兜里总是装着法律书籍，遇上谁，[[[掏出书来]]]，求人家帮念一段，他就背一段。天津市东郊区司法局知道他学习法律...;1;No;Given;1;Concrete;1;Split;1990s\1990\报刊\人民日报\rmrb_1990_05.txt;1990s;4;News_report;Higher;Written;Mainland
48;...革开放的前途。要下定决心，常抓不懈，抓紧抓细，一抓到底，切实[[[抓出成效来]]]。;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_05.txt;1990s;4;News_report;Higher;Written;Mainland
49;...和他一样住茅草搭的“塌塌棚”，睡几根木棍支的“床”，盖几乎能[[[拧出水来]]]的潮被子……;1;No;New;1;Concrete;3;Split;1990s\1990\报刊\人民日报\rmrb_1990_05.txt;1990s;4;News_report;Higher;Written;Mainland
51;...有２０多个专题需要研究和落实。他们表示，每件事不超过一个月就[[[弄出眉目来]]]，决不贻误。全市的力量都动员起来了。各行各业的专家将组成特约研...;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_06.txt;1990s;4;News_report;Higher;Written;Mainland
52;...、总面积达４０００平方米的庞大建筑工地，他的士兵们是“怎样的[[[豁出命来]]]”——施工队长王明学在爱人和６岁的儿子双双住院期间，坚守工地６...;1;No;New;1;Non-concrete;4;Split;1990s\1990\报刊\人民日报\rmrb_1990_06.txt;1990s;4;News_report;Higher;Written;Mainland
53;他表示，希望越南方面面对当前现实，同中国方面一起，共同努力，[[[拿出诚意来]]]，解决问题。;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_06.txt;1990s;4;News_report;Higher;Written;Mainland
54;...受触动。他想自己靠党的政策致富，也得为党为国做些贡献。对！就[[[拿出钱来]]]，供那些穷苦人家的孩子上学读书。;1;No;New;1;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_06.txt;1990s;4;News_report;Higher;Written;Mainland
55;...家借来的，全村家家户户都成了欠债户，但没有一个人有怨言，都说[[[豁出命来]]]也要干到底。;1;No;New;1;Non-concrete;4;Split;1990s\1990\报刊\人民日报\rmrb_1990_06.txt;1990s;4;News_report;Higher;Written;Mainland
56;上级机关的干部下到贫困地区，可以在那里经受磨练，大显身手，[[[做出成绩来]]]。然而，有的干部下基层，患得患失，担心到落后的地区去，不容易干...;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_06.txt;1990s;4;News_report;Higher;Written;Mainland
57;...南岳阳的优质棉新品种；他找地方政府，在嘉定县望新乡做试验；他[[[拿出钱来]]]，支持农民种优质棉。经过两年努力，嘉丰创立了一个工、科、农、商...;1;No;New;1;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_06.txt;1990s;4;News_report;Higher;Written;Mainland
59;...学方针等，他都亲自关心、过问。每年校庆，贺龙同志都要在百忙中[[[抽出时间来]]]，到学校同广大师生员工见面。从中了解一些细致情况，解决具体困难...;1;No;New;2;Non-concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_06.txt;1990s;4;News_report;Higher;Written;Mainland
60;　　　　从骨头中[[[挤出油来]]];1;No;New;1;Concrete;2;Split;1990s\1990\报刊\人民日报\rmrb_1990_06.txt;1990s;4;News_report;Higher;Written;Mainland
2;...歉，想私了。我就看不下去，我搞义卖活动，把我的收藏品都卖掉，[[[捐出钱来]]]（据说是30万），给慰安妇。这个钱就是说同样的我给你们，可是不...;1;No;New;1;Concrete;2;Split;2000s\2000\口语\对话\2000 李敖_等 李敖对话录_43.TXT;2000s;5;Interview;Higher;Spoken;Taiwan
5;...拓进取不是走现成路，吃现成饭，而是要排除艰险，从没有路的地方[[[走出路来]]]；开拓进取不是蛮干，而是要把建设热情和科学求实的精神结合起来；...;1;No;Given;1;Non-concrete;4;Split;2000s\2000\报刊\人民日报\rmrb_2000_01.txt;2000s;5;News_report;Higher;Written;Mainland
6;...的各类宣传品中，被“封杀”的各种宣传功效的词句就会鬼鬼祟祟地[[[探出头来]]]。所以，消费者在选购保健食品时，一定要认明包装上卫生部认可的说...;1;No;New;1;Concrete;2;Split;2000s\2000\报刊\人民日报\rmrb_2000_01.txt;2000s;5;News_report;Higher;Written;Mainland
8;...来，他一直在和公司董事会讨论减少他的管理日常业务的责任，以便[[[腾出手来]]]“关注更多的技术问题以及因特网引起的变化”。;1;No;New;1;Non-concrete;3;Split;2000s\2000\报刊\人民日报\rmrb_2000_01.txt;2000s;5;News_report;Higher;Written;Mainland
10;...切实动脑筋想办法，花时间用力气，把这项工作进一步抓紧、抓好、[[[抓出成效来]]]。;1;No;New;2;Non-concrete;2;Split;2000s\2000\报刊\人民日报\rmrb_2000_02.txt;2000s;5;News_report;Higher;Written;Mainland
12;...一道又一道。茶淡了，话仍浓，“龙门阵”还在摆下去。有的茶客又[[[掏出钱来]]]：“再沏杯新的！”;1;No;New;1;Concrete;2;Split;2000s\2000\报刊\人民日报\rmrb_2000_02.txt;2000s;5;News_report;Higher;Written;Mainland
13;...新为代表的第三代运动员开始在1998年的世界青年田径锦标赛上[[[露出头来]]]。此次，正是因为尹丽丽、兰丽新、李季在城运会女子5000米比赛...;1;No;New;1;Concrete;2;Split;2000s\2000\报刊\人民日报\rmrb_2000_02.txt;2000s;5;News_report;Higher;Written;Mainland
14;...利于身心健康。然而怎么玩，玩什么，应当引导，有所限制，否则会[[[玩出问题来]]]。事实上，一些学生玩的时间太多，玩的花样过多，已经使家长们担心...;1;No;New;2;Non-concrete;4;Split;2000s\2000\报刊\人民日报\rmrb_2000_02.txt;2000s;5;News_report;Higher;Written;Mainland
15;“就是要[[[评出汗来]]]”;1;No;New;1;Concrete;4;Split;2000s\2000\报刊\人民日报\rmrb_2000_03.txt;2000s;5;News_report;Higher;Written;Mainland
16;...过买保健品可不能凭着想当然。胡乱进补不仅于身体无补，而且还会[[[吃出事来]]]，这并不是没有教训。有着强大资金背景支持的中国保健网http：...;1;No;New;1;Non-concrete;4;Split;2000s\2000\报刊\人民日报\rmrb_2000_03.txt;2000s;5;News_report;Higher;Written;Mainland
17;...学地思考。要思出方向来，思出经验来，思出精神来，思出干劲来，[[[思出办法来]]]。我们一定要认真贯彻江泽民总书记的要求，深入开展“致富思源、富...;1;Split;New;2;Non-concrete;4;Split;2000s\2000\报刊\人民日报\rmrb_2000_03.txt;2000s;5;News_report;Higher;Written;Mainland
18;...灾的虫害“强大小蠹”：“国家有关部门要赶紧组织人马下去调查，[[[拿出办法来]]]，把‘强大小蠹’消灭了。任其蔓延下去，整个华北的油松将面临灭顶...;1;No;New;2;Non-concrete;4;Split;2000s\2000\报刊\人民日报\rmrb_2000_03.txt;2000s;5;News_report;Higher;Written;Mainland
20;...前，编辑们只好跪着。可对名人的文章，要是跪着瞧，仰着审，还能[[[品出好坏来]]]吗？;1;No;New;2;Non-concrete;3;Split;2000s\2000\报刊\人民日报\rmrb_2000_03.txt;2000s;5;News_report;Higher;Written;Mainland
21;...有此行，到了现场，才明白个大概。原来咱们的先人可从夺命的干旱[[[逼出能耐来]]]了，他们把这一带大小山神全请上山来了，给每座神一只没底的东西：...;1;No;New;2;Non-concrete;2;Split;2000s\2000\报刊\人民日报\rmrb_2000_03.txt;2000s;5;News_report;Higher;Written;Mainland
22;...苦苦挣扎了三天的人们，今天终于走出了死亡的阴影，许多人禁不住[[[流出泪来]]]。看到榕树海轮船员身穿带有“COSCO”字样的工作服，他们不约...;1;No;New;1;Concrete;4;Split;2000s\2000\报刊\人民日报\rmrb_2000_03.txt;2000s;5;News_report;Higher;Written;Mainland
23;...。但其仅临字一项，就差得太远。怎么办呢？“赶”。王夫人又怕“[[[赶出病来]]]”，于是乎“宝钗探春等都笑说：‘太太不用着急，书虽替不得他，字...;1;No;New;1;Concrete;4;Split;2000s\2000\报刊\人民日报\rmrb_2000_03.txt;2000s;5;News_report;Higher;Written;Mainland
24;...样寓教于乐，既放松身心，又不至于荒废“少年时”？一些商家从中[[[找出商机来]]]。;1;No;New;2;Non-concrete;1;Split;2000s\2000\报刊\人民日报\rmrb_2000_03.txt;2000s;5;News_report;Higher;Written;Mainland
25;...路的，而不是仅仅沿着现成道路跟着走的。开路，是从没有路的地方[[[走出路来]]]，因而就必须具有披荆斩棘、开拓创新的精神。党要引领时代和社会前...;1;No;Given;1;Non-concrete;4;Split;2000s\2000\报刊\人民日报\rmrb_2000_04.txt;2000s;5;News_report;Higher;Written;Mainland
26;两年来，宿迁市公安系统的2000余名民警纷纷从工资中[[[挤出钱来]]]，为失、辍学女童买书包、购衣物、交学费，每学期要捐助7万元左右...;1;No;New;1;Non-concrete;2;Split;2000s\2000\报刊\人民日报\rmrb_2000_04.txt;2000s;5;News_report;Higher;Written;Mainland
29;...。那天笔者带着家人去西药房取药。“小医生”拿了单子很长时间没[[[取出药来]]]，还在药房里问这个问那个，其他的医生不知的摇头，知道的帮助指点...;1;No;Given;1;Concrete;4;Split;2000s\2000\报刊\人民日报\rmrb_2000_04.txt;2000s;5;News_report;Higher;Written;Mainland
30;...山。恪尽职责、守土有责、极端负责，这才是最靠得住的，也是最能[[[做出成绩来]]]并得到群众拥护的。由此也可以得出一个认识，克服“多易”也不难，...;1;No;New;2;Non-concrete;2;Split;2000s\2000\报刊\人民日报\rmrb_2000_04.txt;2000s;5;News_report;Higher;Written;Mainland
31;...我的耳旁。我参加工作后，母亲常嘱咐我：三条大道走中间，别让谁[[[挑出毛病来]]]，要给村里的父老乡亲争口气，多给老百姓办好事。母亲的教诲，一直...;1;No;New;2;Non-concrete;2;Split;2000s\2000\报刊\人民日报\rmrb_2000_05.txt;2000s;5;News_report;Higher;Written;Mainland
32;...矿最大特点是易于开采。只要拿把铁镐或铲子在地上挖几英尺，就能[[[挖出钻石来]]]，而在旱季干涸的河床上，在沙砾上散步也能找到这些钻石。在塞拉利...;1;No;New;2;Concrete;4;Split;2000s\2000\报刊\人民日报\rmrb_2000_05.txt;2000s;5;News_report;Higher;Written;Mainland
33;...只要我们尊重科学，尊重客观规律，抓住不放，一抓到底，就一定能[[[抓出名堂来]]]。;1;No;New;2;Non-concrete;2;Split;2000s\2000\报刊\人民日报\rmrb_2000_05.txt;2000s;5;News_report;Higher;Written;Mainland
34;还在使劲地[[[探出头来]]];1;No;New;1;Concrete;2;Split;2000s\2000\报刊\人民日报\rmrb_2000_06.txt;2000s;5;News_report;Higher;Written;Mainland
35;...软先是与汉王等国内软件企业合作，捆绑销售它们的软件；待到自己[[[腾出手来]]]，就开始想方设法甩开合作伙伴，推出自己的产品。而在中文排版系统...;1;No;New;1;Non-concrete;3;Split;2000s\2000\报刊\人民日报\rmrb_2000_06.txt;2000s;5;News_report;Higher;Written;Mainland
36;...电业还是第一次。常言道：“识时务者为俊杰”。两大巨子能够相互[[[伸出手来]]]，正是基于对时势的共同认知：中国加入WTO的进程已经有了一张具...;1;No;New;1;Non-concrete;3;Split;2000s\2000\报刊\人民日报\rmrb_2000_06.txt;2000s;5;News_report;Higher;Written;Mainland
37;...把污染源当作资源加以开发利用，治污不仅可以少花钱，甚至还可以[[[生出钱来]]]。;1;No;Given;1;Non-concrete;2;Split;2000s\2000\报刊\人民日报\rmrb_2000_06.txt;2000s;5;News_report;Higher;Written;Mainland
39;...下萨克森州警犬学校，教练们训练的小野猪，9个月后就能隔着皮箱[[[嗅出毒品来]]]，以后不久又能嗅出深埋在地下1．5米深的毒品。;1;No;New;2;Concrete;2;Split;2000s\2000\报刊\人民日报\rmrb_2000_06.txt;2000s;5;News_report;Higher;Written;Mainland
42;李洪志还大胆断言：“连钢铁都可以[[[榨出水来]]]，甚至可以化解成水。”稍稍有点化学常识的人都知道，虽然在高温下...;1;No;New;1;Concrete;3;Split;2000s\2000\报刊\人民日报\rmrb_2000_06.txt;2000s;5;News_report;Higher;Written;Mainland
43;...法可以检验一下李洪志的“大发现”。李洪志既然声称可以从钢铁中[[[榨出水来]]]，那我们可以请他与钢铁以及他所需要的榨水的工具呆在一个完全没有...;1;No;New;1;Concrete;3;Split;2000s\2000\报刊\人民日报\rmrb_2000_06.txt;2000s;5;News_report;Higher;Written;Mainland
43;...必须都交，谁不交也不行，没交劳动创收费的学生，见面就往家撵，[[[撵出事来]]]我负责。”校长有令，班主任不敢怠慢，进班级第一件事就是收劳动创...;1;No;New;1;Non-concrete;4;Split;2000s\2000\报刊\人民日报\rmrb_2000_07.txt;2000s;5;News_report;Higher;Written;Mainland
44;...稻要高几倍的收入哩。两人一直干到12点，身上的衬衫已湿得可以[[[拧出水来]]]。;1;No;New;1;Concrete;3;Split;2000s\2000\报刊\人民日报\rmrb_2000_07.txt;2000s;5;News_report;Higher;Written;Mainland
